observer,day,month,year,period,start_time,end_time,cloud,rain,wind ,visibility,transect,water,level_1_habitat,level_2_habitat,level_3_habitat,level_4_habitat,transect_section,species,count,distance_code,notes
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,9,Long-tailed Tit,4,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,9,Rock Pigeon,12,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,9,Common Wood-Pigeon,1,3,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,9,Carrion Crow,3,4,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Herring Gull,4,4,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Stock Dove,1,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Common Wood-Pigeon,3,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Coal Tit,1,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Eurasian Blue Tit,1,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Carrion Crow,2,4,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Great Tit,2,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Eurasian Blue Tit,1,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,House Sparrow,4,1,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Eurasian Magpie,1,2,
Matthew Morgan,22,1,2024,2,10:06,11:04,2,1,3,1,14,No,F,1,3,8,10,Carrion Crow,2,3,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Carrion Crow,1,3,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,European Robin,1,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Eurasian Blue Tit,1,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Carrion Crow,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Eurasian Moorhen,3,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,European Robin,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Eurasian Magpie,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Common Wood-Pigeon,3,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,European Starling,5,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Eurasian Magpie,2,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,European Starling,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Rock Pigeon,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Eurasian Magpie,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,1,Common Wood-Pigeon,2,3,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Carrion Crow,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Eurasian Moorhen,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Black-headed Gull,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Eurasian Blue Tit,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Mute Swan,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Common Wood-Pigeon,2,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,European Starling,6,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,European Robin,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,European Starling,1,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Common Wood-Pigeon,3,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Eurasian Magpie,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,2,Rock Pigeon,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Black-headed Gull,3,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Herring Gull,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Common Wood-Pigeon,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,European Starling,10,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Eurasian Magpie,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Common Wood-Pigeon,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Eurasian Moorhen,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Eurasian Blackbird,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Long-tailed Tit,3,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,3,Common Wood-Pigeon,2,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Herring Gull,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Carrion Crow,2,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Gray Heron,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Eurasian Blue Tit,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Great Tit,3,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Redwing,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,European Goldfinch,5,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Eurasian Magpie,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,European Robin,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Mallard,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,European Starling,8,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Carrion Crow,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Common Wood-Pigeon,7,2,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Black-headed Gull,5,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Common Wood-Pigeon,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,4,Carrion Crow,4,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Eurasian Blue Tit,2,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Great Tit,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Common Wood-Pigeon,1,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,European Robin,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,European Starling,14,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,European Goldfinch,7,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Redwing,9,4,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Eurasian Blackbird,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Eurasian Blue Tit,1,1,
Matthew Morgan,26,1,2024,2,09:00,09:39,1,1,3,1,12,Yes,G,8,8,10,5,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Herring Gull,1,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,European Starling,3,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Eurasian Blackbird,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,European Starling,3,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Eurasian Blue Tit,3,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,House Sparrow,12,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Eurasian Magpie,2,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,6,Common Wood-Pigeon,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,European Starling,20,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,House Sparrow,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,European Goldfinch,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,European Starling,2,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,Eurasian Jackdaw,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,Common Wood-Pigeon,3,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,House Sparrow,4,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,Eurasian Collared-Dove,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,7,Rock Pigeon,3,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Black-headed Gull,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,European Starling,4,2,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Great Tit,2,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Carrion Crow,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Eurasian Magpie,2,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Eurasian Blue Tit,3,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Common Wood-Pigeon,4,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Carrion Crow,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Eurasian Blackbird,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,European Robin,1,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,European Goldfinch,2,1,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,8,Rock Pigeon,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,9,Herring Gull,2,4,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,9,Black-headed Gull,1,2,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,9,Herring Gull,2,2,
Matthew Morgan,26,1,2024,2,09:47,10:20,1,1,3,1,11,No,F,1,5,2,9,House Sparrow,3,1,
